# Ground Truth Dataset for Entity Extraction Evaluation
# Generated from Medicine_Names_Packges.csv
# Instructions: This is auto-generated ground truth for evaluation
# Columns: audio_file, order_index, medicine_name, quantity, dosage, form, manufacturer
audio_file,order_index,medicine_name,quantity,dosage,form,manufacturer
R_017.m4a,957,PULMOCEF-CV-500MG,20 vials,500mg,tablet,Micro Labs Limited
R_018.m4a,958,PULMOCEF-LZ,10 strips,-,tablet,Micro Labs Limited
R_019.m4a,959,PULMOCLOX,10 bottles,-,tablet,Micro Labs Limited
R_020.m4a,960,PULMOXYL KID TAB,50 strips,-,tablet,Micro Labs Limited
R_001.m4a,961,PULMOXYL-250 CAP,20 strips,-,tablet,Micro Labs Limited
R_002.m4a,962,PULMOXYL-250DT,20 bottles,-,tablet,Micro Labs Limited
R_003.m4a,963,PULMOXYL-500 CAP,5 boxes,-,tablet,Micro Labs Limited
R_004.m4a,964,PULMOXYL-KID,20 strips,-,tablet,Micro Labs Limited
R_005.m4a,965,PULMUCUS-600 TAB,10 bottles,-,tablet,Micro Labs Limited
R_006.m4a,966,PULMUCUS-AB TAB,20 bottles,-,tablet,Micro Labs Limited
R_007.m4a,967,QUINOBID-200MG,20 packs,200mg,tablet,Micro Labs Limited
R_008.m4a,968,QUINOBID-400MG,20 packs,400mg,tablet,Micro Labs Limited
R_009.m4a,969,QUINOBID-OZ SYP,20 vials,-,syrup,Micro Labs Limited
R_010.m4a,970,QUINOBID-TZ,100 strips,-,tablet,Micro Labs Limited
R_011.m4a,971,RABIROS-20MG,50 packs,20mg,tablet,Micro Labs Limited
R_012.m4a,972,RABIROS-D,20 packs,-,tablet,Micro Labs Limited
R_013.m4a,973,RABIROS-IT,50 strips,-,tablet,Micro Labs Limited
R_014.m4a,974,RABIROS-L,10 strips,-,tablet,Micro Labs Limited
R_015.m4a,975,RAMIRIL-10,10 packs,-,tablet,Micro Labs Limited
R_016.m4a,976,RAMRIL-1.25,10 vials,-,tablet,Micro Labs Limited
R_017.m4a,977,RAMRIL-2.5,100 strips,-,tablet,Micro Labs Limited
R_018.m4a,978,RAMRIL-5,50 strips,-,tablet,Micro Labs Limited
R_019.m4a,979,RAMRIL-H,100 strips,-,tablet,Micro Labs Limited
R_020.m4a,980,RAPIDON E/DROPS,20 bottles,-,syrup,Micro Labs Limited
R_001.m4a,981,RAPIDON-OD E/DROPS,20 vials,-,syrup,Micro Labs Limited
R_002.m4a,982,RESTORE,50 packs,-,tablet,Micro Labs Limited
R_003.m4a,983,RGM,20 vials,-,tablet,Micro Labs Limited
R_004.m4a,984,RIMONID E/DROP,100 strips,-,syrup,Micro Labs Limited
R_005.m4a,985,RINOX-0.025%,10 packs,-,syrup,Micro Labs Limited
R_006.m4a,986,RINOX-0.05%,20 packs,-,syrup,Micro Labs Limited
R_007.m4a,987,RISPOND FORTE,10 bottles,-,tablet,Micro Labs Limited
R_008.m4a,988,RISPOND PLUS,20 vials,-,tablet,Micro Labs Limited
R_009.m4a,989,RISPOND-1MG,20 packs,1mg,tablet,Micro Labs Limited
R_010.m4a,990,RISPOND-2MG,20 bottles,2mg,tablet,Micro Labs Limited
R_011.m4a,991,RISPOND-3MG,20 vials,3mg,tablet,Micro Labs Limited
R_012.m4a,992,RISPOND-4MG,20 bottles,4mg,tablet,Micro Labs Limited
R_013.m4a,993,RITECEF-1GM INJ,50 strips,1gm,injection,Micro Labs Limited
R_014.m4a,994,RITECEF-250MG INJ,10 bottles,250mg,injection,Micro Labs Limited
R_015.m4a,995,RITECEF-T-1GM,10 strips,1gm,injection,Micro Labs Limited
R_016.m4a,996,RITECEF-T-250MG INJ,10 packs,250mg,tablet,Micro Labs Limited
R_017.m4a,997,RITE-O-CEF-100 DT,5 bottles,-,tablet,Micro Labs Limited
R_018.m4a,998,RITE-O-CEF-100MG SYP,20 strips,100mg,tablet,Micro Labs Limited
R_019.m4a,999,RITE-O-CEF-200DT,10 bottles,-,tablet,Micro Labs Limited
R_020.m4a,1000,RITE-O-CEF-50DT,20 bottles,-,tablet,Micro Labs Limited
R_001.m4a,1001,RITE-O-CEF-50MG SYP,10 boxes,50mg,syrup,Micro Labs Limited
R_002.m4a,1002,RITE-O-CEF-CV DRY SYP,20 strips,-,syrup,Micro Labs Limited
R_003.m4a,1003,RITE-O-CEF-CV-100MG,20 packs,100mg,tablet,Micro Labs Limited
R_004.m4a,1004,RITE-O-CEF-CV-200MG,50 strips,200mg,tablet,Micro Labs Limited
R_005.m4a,1005,RITE-O-CEF-OF TAB,5 boxes,-,tablet,Micro Labs Limited
R_006.m4a,1006,RITOLIDE-250MG,100 strips,250mg,tablet,Micro Labs Limited
R_007.m4a,1007,RITOLIDE-500MG,20 strips,500mg,tablet,Micro Labs Limited
R_008.m4a,1008,RIVOLAS-10MG,10 vials,10mg,tablet,Micro Labs Limited
R_009.m4a,1009,RIVOLAS-15MG,20 bottles,15mg,tablet,Micro Labs Limited
R_010.m4a,1010,RIVOLAS-2.5MG,20 packs,5mg,tablet,Micro Labs Limited
R_011.m4a,1011,RIVOLAS-20MG,20 strips,20mg,tablet,Micro Labs Limited
R_012.m4a,1012,ROFICA 12.5MG,10 vials,5mg,tablet,Micro Labs Limited
R_013.m4a,1013,ROFICA 25MG,10 strips,25mg,tablet,Micro Labs Limited
R_014.m4a,1014,ROFICA GEL,5 boxes,-,tablet,Micro Labs Limited
R_015.m4a,1015,ROFICA PLUS,100 strips,-,tablet,Micro Labs Limited
R_016.m4a,1016,ROFICA-50,20 strips,-,tablet,Micro Labs Limited
R_017.m4a,1017,ROSINORM- 2MG,10 strips,2mg,tablet,Micro Labs Limited
R_018.m4a,1018,ROSINORM-4,10 packs,-,tablet,Micro Labs Limited
R_019.m4a,1019,ROSINORM-G,10 packs,-,tablet,Micro Labs Limited
R_020.m4a,1020,ROSINORM-GM,5 boxes,-,tablet,Micro Labs Limited
R_001.m4a,1021,ROSINORM-M,20 packs,-,tablet,Micro Labs Limited
R_002.m4a,1022,SACROLYTE PLUS,20 packs,-,tablet,Micro Labs Limited
R_003.m4a,1023,SACROLYTE SACHETS,20 packs,-,tablet,Micro Labs Limited
R_004.m4a,1024,SALBID PLUS 100ML SUSP,10 strips,100ml,syrup,Micro Labs Limited
R_005.m4a,1025,SALBID PLUS 60ML SYP,10 bottles,60ml,syrup,Micro Labs Limited
R_006.m4a,1026,SALBID-D SYP,20 strips,-,syrup,Micro Labs Limited
R_007.m4a,1027,SALBID-LS SYP,100 strips,-,syrup,Micro Labs Limited
R_008.m4a,1028,SALTRIX OINTMENT,20 vials,-,tablet,Micro Labs Limited
R_009.m4a,1029,S-AMLONG-2.5MG,10 strips,5mg,tablet,Micro Labs Limited
R_010.m4a,1030,S-AMLONG-5MG,10 packs,5mg,tablet,Micro Labs Limited
R_011.m4a,1031,SARTACE-1.25,50 packs,-,tablet,Micro Labs Limited
R_012.m4a,1032,SARTACE-2.5,50 strips,-,tablet,Micro Labs Limited
R_013.m4a,1033,SARTACE-5,5 boxes,-,tablet,Micro Labs Limited
R_014.m4a,1034,SARTACE-H,10 packs,-,tablet,Micro Labs Limited
R_015.m4a,1035,S-CELEPRA-10,50 strips,-,tablet,Micro Labs Limited
R_016.m4a,1036,S-CELEPRA-20 MG,20 vials,20mg,tablet,Micro Labs Limited
R_017.m4a,1037,S-CELEPRA-5,10 packs,-,tablet,Micro Labs Limited
R_018.m4a,1038,SCROYLTE SACHETS,10 bottles,-,tablet,Micro Labs Limited
R_019.m4a,1039,SECALIA LOTION,20 bottles,-,syrup,Micro Labs Limited
R_020.m4a,1040,SECALIA-100GM,10 packs,100gm,tablet,Micro Labs Limited
R_001.m4a,1041,SECALIA-50GM,5 bottles,50gm,tablet,Micro Labs Limited
R_002.m4a,1042,SILYBON 100ML SYP,50 packs,100ml,syrup,Micro Labs Limited
R_003.m4a,1043,SILYBON 200ML SYP.,10 packs,200ml,syrup,Micro Labs Limited
R_004.m4a,1044,SILYBON FORTE TAB,5 bottles,-,syrup,Micro Labs Limited
R_005.m4a,1045,SILYBON-140,50 packs,-,tablet,Micro Labs Limited
R_006.m4a,1046,SILYBON-70,5 boxes,-,tablet,Micro Labs Limited
R_007.m4a,1047,SIMVAS-10,100 strips,-,tablet,Micro Labs Limited
R_008.m4a,1048,SIMVAS-20,10 bottles,-,tablet,Micro Labs Limited
R_009.m4a,1049,SIMVAS-5,20 vials,-,tablet,Micro Labs Limited
R_010.m4a,1050,SIMVAS-EZ,5 bottles,-,tablet,Micro Labs Limited
R_011.m4a,1051,SITANORM-100 TAB,20 bottles,-,tablet,Micro Labs Limited
R_012.m4a,1052,SITANORM-50 TAB,10 packs,-,tablet,Micro Labs Limited
R_013.m4a,1053,SITANORM-D-100/10 TAB,10 packs,-,tablet,Micro Labs Limited
R_014.m4a,1054,SITANORM-D-50/10 TAB,20 packs,-,tablet,Micro Labs Limited
R_015.m4a,1055,SITANORM-D-50/5 TAB,5 bottles,-,tablet,Micro Labs Limited
R_016.m4a,1056,SITANORM-DM-1000 TAB,50 packs,-,tablet,Micro Labs Limited
R_017.m4a,1057,SITANORM-DM-500 TAB,5 bottles,-,tablet,Micro Labs Limited
R_018.m4a,1058,SITANORM-E-10,5 boxes,-,tablet,Micro Labs Limited
R_019.m4a,1059,SITANORM-E-25,20 vials,-,tablet,Micro Labs Limited
R_020.m4a,1060,SITANORM-GM-FORTE-2,100 strips,-,tablet,Micro Labs Limited
R_001.m4a,1061,SITANORM-M-100/1000 TAB,50 packs,-,tablet,Micro Labs Limited
R_002.m4a,1062,SITANORM-M-100/500 TAB,20 vials,-,tablet,Micro Labs Limited
R_003.m4a,1063,SITANORM-M-50/1000 TAB,10 vials,-,tablet,Micro Labs Limited
R_004.m4a,1064,SITANORM-M-50/500 TAB,20 vials,-,tablet,Micro Labs Limited
R_005.m4a,1065,SITAPRIDE-50MG,5 bottles,50mg,tablet,Micro Labs Limited
R_006.m4a,1066,SITAPRIDE-D 100/10 TAB,10 bottles,-,tablet,Micro Labs Limited
R_007.m4a,1067,SITAPRIDE-DM 1000 TAB,50 packs,-,tablet,Micro Labs Limited
R_008.m4a,1068,SITAPRIDE-DM 500 TAB,20 bottles,-,tablet,Micro Labs Limited
R_009.m4a,1069,SITAPRIDE-M 100/1000 TAB,5 bottles,-,tablet,Micro Labs Limited
R_010.m4a,1070,SITAPRIDE-M 100/500 TAB,10 boxes,-,tablet,Micro Labs Limited
R_011.m4a,1071,SITAPRIDE-M-50/1000MG,20 bottles,1000mg,tablet,Micro Labs Limited
R_012.m4a,1072,SITAPRIDE-M-50/500MG,50 strips,500mg,tablet,Micro Labs Limited
R_013.m4a,1073,SPARMAX,10 packs,-,tablet,Micro Labs Limited
R_014.m4a,1074,SPARMAX E/DROP,10 packs,-,syrup,Micro Labs Limited
R_015.m4a,1075,SPASMOPRIV,20 bottles,-,tablet,Micro Labs Limited
R_016.m4a,1076,SPASMOPRIV-200MG CAP,20 vials,200mg,tablet,Micro Labs Limited
R_017.m4a,1077,STAFOBAN OINT,50 strips,-,tablet,Micro Labs Limited
R_018.m4a,1078,STERIDERM CREAM,10 packs,-,tablet,Micro Labs Limited
R_019.m4a,1079,STERIDERM-S LOTION,20 vials,-,syrup,Micro Labs Limited
R_020.m4a,1080,STERISONE CREAM,5 boxes,-,tablet,Micro Labs Limited
R_001.m4a,1081,STERISONE-G CREAM,10 packs,-,tablet,Micro Labs Limited
R_002.m4a,1082,SYCLOP-100MG,20 packs,100mg,tablet,Micro Labs Limited
R_003.m4a,1083,SYCLOP-25,10 vials,-,tablet,Micro Labs Limited
R_004.m4a,1084,TAP-DUO-50,10 bottles,-,tablet,Micro Labs Limited
R_005.m4a,1085,TELCARD-20,5 boxes,-,tablet,Micro Labs Limited
R_006.m4a,1086,TELCARD-40,100 strips,-,tablet,Micro Labs Limited
R_007.m4a,1087,TELCARD-AM,10 boxes,-,tablet,Micro Labs Limited
R_008.m4a,1088,TELPLUS,100 strips,-,tablet,Micro Labs Limited
R_009.m4a,1089,TELPLUS-TRIO,20 bottles,-,tablet,Micro Labs Limited
R_010.m4a,1090,TELROSE TAB,20 bottles,-,tablet,Micro Labs Limited
R_011.m4a,1091,TENDOPRO,5 boxes,-,tablet,Micro Labs Limited
R_012.m4a,1092,TENEPRIDE-20MG,20 packs,20mg,tablet,Micro Labs Limited
R_013.m4a,1093,TENEPRIDE-M-1000MG,20 vials,1000mg,tablet,Micro Labs Limited
R_014.m4a,1094,TENEPRIDE-M-500MG,10 boxes,500mg,tablet,Micro Labs Limited
R_015.m4a,1095,THYROTOP-100MG,20 packs,100mg,tablet,Micro Labs Limited
R_016.m4a,1096,THYROTOP-25MG,20 bottles,25mg,tablet,Micro Labs Limited
R_017.m4a,1097,THYROTOP-50MG,5 boxes,50mg,tablet,Micro Labs Limited
R_018.m4a,1098,TNIB TAB,10 packs,-,tablet,Micro Labs Limited
R_019.m4a,1099,TOBRADEX E/DROPS,10 strips,-,syrup,Micro Labs Limited
R_020.m4a,1100,TOLFEN CAP,100 strips,-,tablet,Micro Labs Limited
R_001.m4a,1101,TOLPA,20 vials,-,tablet,Micro Labs Limited
R_002.m4a,1102,TOLPA-D,10 boxes,-,tablet,Micro Labs Limited
R_003.m4a,1103,TOLPAZEN TAB,20 bottles,-,tablet,Micro Labs Limited
R_004.m4a,1104,TOLSAFE TAB,20 strips,-,tablet,Micro Labs Limited
R_005.m4a,1105,TOROLAC E/DROPS,20 strips,-,syrup,Micro Labs Limited
R_006.m4a,1106,TOROLAC-DT,10 strips,-,tablet,Micro Labs Limited
R_007.m4a,1107,TORSILONG-10 TAB,10 vials,-,tablet,Micro Labs Limited
R_008.m4a,1108,TORSILONG-40MG,50 strips,40mg,tablet,Micro Labs Limited
R_009.m4a,1109,TORSILONG-5MG,100 strips,5mg,tablet,Micro Labs Limited
R_010.m4a,1110,TORSINEX FORTE-10,10 vials,-,tablet,Micro Labs Limited
R_011.m4a,1111,TORSINEX FORTE-20MG,20 vials,20mg,tablet,Micro Labs Limited
R_012.m4a,1112,TORSINEX FORTE-5MG,20 packs,5mg,tablet,Micro Labs Limited
R_013.m4a,1113,TORSINEX INJ.,10 boxes,-,tablet,Micro Labs Limited
R_014.m4a,1114,TORSINEX PLUS,20 bottles,-,tablet,Micro Labs Limited
R_015.m4a,1115,TORSINEX-100,10 boxes,-,tablet,Micro Labs Limited
R_016.m4a,1116,TORSINEX-10MG,20 packs,10mg,tablet,Micro Labs Limited
R_017.m4a,1117,TORSINEX-20MG,5 bottles,20mg,tablet,Micro Labs Limited
R_018.m4a,1118,TORSINEX-A,10 bottles,-,tablet,Micro Labs Limited
R_019.m4a,1119,TRAVO E/DROPS,10 packs,-,syrup,Micro Labs Limited
R_020.m4a,1120,TRAVOPROST E/D,20 strips,-,syrup,Micro Labs Limited
R_001.m4a,1121,TRAVOTIM E/DROPS,20 bottles,-,syrup,Micro Labs Limited
R_002.m4a,1122,TRAVO-Z E/DROPS,10 bottles,-,syrup,Micro Labs Limited
R_003.m4a,1123,TREHALUBE E/DROPS,10 vials,-,tablet,Micro Labs Limited
R_004.m4a,1124,TRIPRIDE-1,50 packs,-,tablet,Micro Labs Limited
R_005.m4a,1125,TRIPRIDE-1 FORTE,20 vials,-,tablet,Micro Labs Limited
R_006.m4a,1126,TRIPRIDE-1 LP,5 bottles,-,tablet,Micro Labs Limited
R_007.m4a,1127,TRIPRIDE-1-HV,5 bottles,-,tablet,Micro Labs Limited
R_008.m4a,1128,TRIPRIDE-1-LV,50 packs,-,tablet,Micro Labs Limited
R_009.m4a,1129,TRIPRIDE-2,20 bottles,-,tablet,Micro Labs Limited
R_010.m4a,1130,TRIPRIDE-2 FORTE,5 boxes,-,tablet,Micro Labs Limited
R_011.m4a,1131,TRIPRIDE-2 LP,50 packs,-,tablet,Micro Labs Limited
R_012.m4a,1132,TRIPRIDE-2-HV,20 packs,-,tablet,Micro Labs Limited
R_013.m4a,1133,TRIPRIDE-2-LP FORTE,20 bottles,-,tablet,Micro Labs Limited
R_014.m4a,1134,TRIPRIDE-2-LV,50 packs,-,tablet,Micro Labs Limited
R_015.m4a,1135,TRIVATE-MF CREAM,5 bottles,-,tablet,Micro Labs Limited
R_016.m4a,1136,TRIVATE-MX OINT,50 packs,-,tablet,Micro Labs Limited
R_017.m4a,1137,TRIWHITE CREAM,50 packs,-,tablet,Micro Labs Limited
R_018.m4a,1138,TRU SWEET-180,10 boxes,-,tablet,Micro Labs Limited
R_019.m4a,1139,TRYROF-25,10 vials,-,tablet,Micro Labs Limited
R_020.m4a,1140,TULSICOF SYP,10 boxes,-,syrup,Micro Labs Limited
R_001.m4a,1141,TURBOVAS-10MG,10 packs,10mg,tablet,Micro Labs Limited
R_002.m4a,1142,TURBOVAS-20MG,10 vials,20mg,tablet,Micro Labs Limited
R_003.m4a,1143,TURBOVAS-40MG,10 boxes,40mg,tablet,Micro Labs Limited
R_004.m4a,1144,TURBOVAS-5MG,20 bottles,5mg,tablet,Micro Labs Limited
R_005.m4a,1145,TURBOVAS-ASP,10 strips,-,tablet,Micro Labs Limited
R_006.m4a,1146,TURBOVAS-CV-10,10 boxes,-,tablet,Micro Labs Limited
R_007.m4a,1147,TURBOVAS-CV-20,20 strips,-,tablet,Micro Labs Limited
R_008.m4a,1148,TURBOVAS-EZ TAB,10 packs,-,tablet,Micro Labs Limited
R_009.m4a,1149,TURBOVAS-F,5 bottles,-,tablet,Micro Labs Limited
R_010.m4a,1150,TURBOVAS-GOLD-10,10 strips,-,tablet,Micro Labs Limited
R_011.m4a,1151,TURBOVAS-GOLD-20,20 strips,-,tablet,Micro Labs Limited
R_012.m4a,1152,UDIBON,10 bottles,-,tablet,Micro Labs Limited
R_013.m4a,1153,UDOSIS-1000,50 packs,-,tablet,Micro Labs Limited
R_014.m4a,1154,UDOSIS-500MG,20 bottles,500mg,tablet,Micro Labs Limited
R_015.m4a,1155,ULTRAM,5 bottles,-,tablet,Micro Labs Limited
R_016.m4a,1156,ULTRAM INJ,100 strips,-,tablet,Micro Labs Limited
R_017.m4a,1157,URGISO,20 bottles,-,tablet,Micro Labs Limited
R_018.m4a,1158,URONEX,10 vials,-,tablet,Micro Labs Limited
R_019.m4a,1159,URONEX-D,20 packs,-,tablet,Micro Labs Limited
R_020.m4a,1160,USIBON-150MG,20 vials,150mg,tablet,Micro Labs Limited
R_001.m4a,1161,USIBON-300MG,10 bottles,300mg,tablet,Micro Labs Limited
R_002.m4a,1162,V,10 packs,-,tablet,Micro Labs Limited
R_003.m4a,1163,VALDIFLAM-20MG,20 bottles,20mg,tablet,Micro Labs Limited
R_004.m4a,1164,VALDIFLAM-40,10 strips,-,tablet,Micro Labs Limited
R_005.m4a,1165,VALPRID SYP,10 bottles,-,syrup,Micro Labs Limited
R_006.m4a,1166,VALPRID-CR 200,10 packs,-,tablet,Micro Labs Limited
R_007.m4a,1167,VALPRID-CR 300,50 strips,-,tablet,Micro Labs Limited
R_008.m4a,1168,VALPRID-CR 500,10 packs,-,tablet,Micro Labs Limited
R_009.m4a,1169,VENFAX-PR 37.5,10 bottles,-,tablet,Micro Labs Limited
R_010.m4a,1170,VENFAX-PR 75,10 strips,-,tablet,Micro Labs Limited
R_011.m4a,1171,VENFAX-PR-150,100 strips,-,tablet,Micro Labs Limited
R_012.m4a,1172,VENTRYL 60ML SYP,50 packs,60ml,syrup,Micro Labs Limited
R_013.m4a,1173,VENTRYL-100ML SYP,20 bottles,100ml,syrup,Micro Labs Limited
R_014.m4a,1174,VENTRYL-D SYP,100 strips,-,syrup,Micro Labs Limited
R_015.m4a,1175,VENTRYL-LS 100ML SYP,20 vials,100ml,syrup,Micro Labs Limited
R_016.m4a,1176,VENTRYL-LS 60ML SYP,10 bottles,60ml,syrup,Micro Labs Limited
R_017.m4a,1177,VERMACTIN-6,20 bottles,-,tablet,Micro Labs Limited
R_018.m4a,1178,VERMECTIN-12,5 bottles,-,tablet,Micro Labs Limited
R_019.m4a,1179,VERSIDEP TAB,10 bottles,-,tablet,Micro Labs Limited
R_020.m4a,1180,VERSIDEP-NF,10 packs,-,tablet,Micro Labs Limited
R_001.m4a,1181,VERSITOL RET. 200MG,20 bottles,200mg,tablet,Micro Labs Limited
R_002.m4a,1182,VERSITOL RETARD-300,10 bottles,-,tablet,Micro Labs Limited
R_003.m4a,1183,VERSITOL RETARD-400,10 bottles,-,tablet,Micro Labs Limited
R_004.m4a,1184,VERSITOL-100MG,10 strips,100mg,tablet,Micro Labs Limited
R_005.m4a,1185,VERSITOL-200MG,10 boxes,200mg,tablet,Micro Labs Limited
R_006.m4a,1186,VESORET CAP,5 bottles,-,tablet,Micro Labs Limited
R_007.m4a,1187,VILDAPRIDE-50,5 bottles,-,tablet,Micro Labs Limited
R_008.m4a,1188,VILDAPRIDE-D 100/10 TAB,5 bottles,-,tablet,Micro Labs Limited
R_009.m4a,1189,VILDAPRIDE-DM 1000 TAB,20 bottles,-,tablet,Micro Labs Limited
R_010.m4a,1190,VILDAPRIDE-M-1000,20 strips,-,tablet,Micro Labs Limited
R_011.m4a,1191,VILDAPRIDE-M-500,20 bottles,-,tablet,Micro Labs Limited
R_012.m4a,1192,VILPOWER D100/10 TAB,5 bottles,-,tablet,Micro Labs Limited
R_013.m4a,1193,VILPOWER-50MG,50 packs,50mg,tablet,Micro Labs Limited
R_014.m4a,1194,VILPOWER-DM 1000 TAB,10 bottles,-,tablet,Micro Labs Limited
R_015.m4a,1195,VILPOWER-DM 500 TAB,5 bottles,-,tablet,Micro Labs Limited
R_016.m4a,1196,VILPOWER-M-1000,5 boxes,-,tablet,Micro Labs Limited
R_017.m4a,1197,VILPOWER-M-500MG,10 strips,500mg,tablet,Micro Labs Limited
R_018.m4a,1198,VILPOWER-OD-100,10 packs,-,tablet,Micro Labs Limited
R_019.m4a,1199,VITAMER-EA,5 boxes,-,tablet,Micro Labs Limited
R_020.m4a,1200,VOGLINORM-0.2,10 packs,-,tablet,Micro Labs Limited
R_001.m4a,1201,VOGLINORM-0.3,50 packs,-,tablet,Micro Labs Limited
R_002.m4a,1202,VOGLINORM-GM FORTE-2MG,50 packs,2mg,tablet,Micro Labs Limited
R_003.m4a,1203,VOGLINORM-GM-1,50 packs,-,tablet,Micro Labs Limited
R_004.m4a,1204,VOGLINORM-GM-1/0.3,5 bottles,-,tablet,Micro Labs Limited
R_005.m4a,1205,VOGLINORM-GM-2,10 strips,-,tablet,Micro Labs Limited
R_006.m4a,1206,VOGLINORM-GM-2/0.3,50 strips,-,tablet,Micro Labs Limited
R_007.m4a,1207,VOGLINORM-M-0.2,20 strips,-,tablet,Micro Labs Limited
R_008.m4a,1208,VOGLINORM-M-0.3,50 packs,-,tablet,Micro Labs Limited
R_009.m4a,1209,VOGLINORM-R-0.5,10 strips,-,tablet,Micro Labs Limited
R_010.m4a,1210,VOGLINORM-R-1,20 vials,-,tablet,Micro Labs Limited
R_011.m4a,1211,VOLTADIN,10 bottles,-,tablet,Micro Labs Limited
R_012.m4a,1212,VONACID-20,10 bottles,-,tablet,Micro Labs Limited
R_013.m4a,1213,VORSERO-10 TAB,10 bottles,-,tablet,Micro Labs Limited
R_014.m4a,1214,VORSERO-20 TAB,20 strips,-,tablet,Micro Labs Limited
R_015.m4a,1215,VORSERO-5 TAB,5 bottles,-,tablet,Micro Labs Limited
R_016.m4a,1216,VOXAMIN-100MG,10 boxes,100mg,tablet,Micro Labs Limited
R_017.m4a,1217,VOXAMIN-50MG,10 vials,50mg,tablet,Micro Labs Limited
R_018.m4a,1218,WINFLAM TAB,20 strips,-,tablet,Micro Labs Limited
R_019.m4a,1219,XANURIX-40MG,20 strips,40mg,tablet,Micro Labs Limited
R_020.m4a,1220,XANURIX-80MG,20 strips,80mg,tablet,Micro Labs Limited
R_001.m4a,1221,XENDA PLUS SYP,20 strips,-,syrup,Micro Labs Limited
R_002.m4a,1222,XENDA PLUS TAB,20 vials,-,tablet,Micro Labs Limited
R_003.m4a,1223,XENDA SYP,10 vials,-,syrup,Micro Labs Limited
R_004.m4a,1224,YOGAZAM-10MG,20 strips,10mg,tablet,Micro Labs Limited
R_005.m4a,1225,YOGAZAM-5MG,20 vials,5mg,tablet,Micro Labs Limited
R_006.m4a,1226,Z&B CAP,50 packs,-,tablet,Micro Labs Limited
R_007.m4a,1227,ZIFOL CAP,10 bottles,-,tablet,Micro Labs Limited
R_008.m4a,1228,ZIFOL SYP,20 vials,-,tablet,Micro Labs Limited
R_009.m4a,1229,ZIFOL-XT DROPS,20 packs,-,syrup,Micro Labs Limited
R_010.m4a,1230,ZIFOL-XT- SYP 100ML,50 strips,100ml,syrup,Micro Labs Limited
R_011.m4a,1231,ZIFOL-XT SYP 200ML,100 strips,200ml,syrup,Micro Labs Limited
R_012.m4a,1232,ZIFOL-XT TAB,10 vials,-,tablet,Micro Labs Limited
R_013.m4a,1233,ZIFRA SYP 100ML,50 strips,100ml,syrup,Micro Labs Limited
R_014.m4a,1234,ZILARTA-40MG,100 strips,40mg,tablet,Micro Labs Limited
R_015.m4a,1235,ZILARTA-80MG,10 strips,80mg,tablet,Micro Labs Limited
R_016.m4a,1236,ZILARTA-CT-40/12.5,10 bottles,-,tablet,Micro Labs Limited
R_017.m4a,1237,ZILARTA-CT-40/6.25,10 packs,-,tablet,Micro Labs Limited
R_018.m4a,1238,ZOLPID-10,5 boxes,-,tablet,Micro Labs Limited
R_019.m4a,1239,ZORNICA PLUS TAB,20 bottles,-,tablet,Micro Labs Limited
R_020.m4a,1240,ZORNICA-4MG,5 boxes,4mg,tablet,Micro Labs Limited
R_001.m4a,1241,ZORNICA-8MG,10 packs,8mg,tablet,Micro Labs Limited
R_002.m4a,1242,ZOTRAL-100,20 strips,-,tablet,Micro Labs Limited
R_003.m4a,1243,ZOTRAL-50,10 strips,-,tablet,Micro Labs Limited
R_004.m4a,1244,ZOVANE-20MG,5 boxes,20mg,tablet,Micro Labs Limited
R_005.m4a,1245,ZOVANE-40MG,20 bottles,40mg,tablet,Micro Labs Limited
R_006.m4a,1246,ZUCAPRIDE-10MG,10 bottles,10mg,tablet,Micro Labs Limited
R_007.m4a,1247,ZUCAPRIDE-M-1000MG,10 vials,1000mg,tablet,Micro Labs Limited
R_008.m4a,1248,ZUCAPRIDE-M-500MG,10 vials,500mg,tablet,Micro Labs Limited
R_009.m4a,1249,ZUCAPRIDE-S 10/100 TAB,10 bottles,-,tablet,Micro Labs Limited
